industry,factory_size,production,electricity_kwh,natural_gas_scm,diesel_litre,raw_material_kg,waste_kg,electricity_emissions,gas_emissions,diesel_emissions,waste_emissions,total_emissions,emission_intensity,energy_intensity,waste_ratio,top_hotspot,second_hotspot,budget,reduction_target,recommended_intervention,renewable_potential,compliance_score,electricity_score,gas_score,diesel_score,waste_score,emission_score,emissions_per_unit,energy_efficiency_score,recommendation_priority,intervention_impact,potential_reduction_tonnes,roi_score
Cement,Medium,180481,209623,42325,2910,120937,9215,152.4,82.96,7.8,11.89,255.05,1.41,3.59,7.62,Electricity,Natural Gas,209346,15,IE4 Motor,Low,91.6,7.489377200437053,11.343111609367213,7.22639011473963,9.738955823293173,35.8,1.413,83.38,Low,0.15,38.26,0.1828
Electronics,Large,213603,320902,51673,4472,134192,6324,233.3,101.28,11.98,8.16,354.72,1.66,4.03,4.71,Electricity,Natural Gas,406430,10,IE4 Motor,High,84.9,12.40014568410829,14.195627802690582,11.838040600176523,6.33442862358525,44.77,1.661,78.03,Low,0.15,53.21,0.1309
Glass,Large,329313,273670,66072,3748,178198,12704,198.96,129.5,10.04,16.39,354.89,1.08,2.89,7.13,Electricity,Natural Gas,488058,30,VFD Installation,Medium,92.2,10.315648901299015,18.589623816641755,9.697705207413945,13.846294267981015,52.45,1.078,90.61,Medium,0.12,42.59,0.0873
Chemical,Small,59948,117359,11851,919,54494,1770,85.32,23.23,2.46,2.28,113.29,1.89,4.01,3.25,Electricity,Natural Gas,93600,25,Power Factor Correction,Low,84.1,3.4175063736797373,2.042850024912805,1.3349514563106795,0.9675063891931359,7.76,1.89,73.08,Medium,0.07,7.93,0.0847
Electronics,Small,41265,42964,10050,536,46152,2362,31.23,19.7,1.44,3.05,55.42,1.34,3.54,5.12,Electricity,Natural Gas,129683,25,Energy Audit,Low,81.8,0.1341507830520821,1.4932112605879422,0.20962047661076783,1.6703176341730557,3.51,1.343,84.89,Medium,0.1,5.54,0.0427
Ceramics,Large,317597,282719,56519,6683,250540,12190,205.54,110.78,17.91,15.73,349.96,1.1,2.77,4.87,Electricity,Natural Gas,564372,15,Smart Metering,Low,90.9,10.715066164865847,15.674825610363726,18.380406001765227,13.243884629426796,58.01,1.102,90.09,Medium,0.05,17.5,0.031
Plastics,Small,84356,70622,9198,855,39978,3611,51.34,18.03,2.29,4.66,76.32,0.9,1.98,9.03,Electricity,Natural Gas,58248,15,VFD Installation,Medium,94.7,1.3548622071142407,1.2331838565022424,1.1473962930273611,3.139832055494706,6.88,0.905,94.34,Low,0.12,9.16,0.1573
Plastics,Small,72909,133899,12768,1236,76788,2542,97.34,25.03,3.31,3.28,128.96,1.77,3.67,3.31,Electricity,Natural Gas,79354,15,Smart Metering,Medium,93.8,4.147140949374773,2.32311908320877,2.272727272727273,1.880248265790434,10.62,1.769,75.7,Low,0.05,6.45,0.0813
Chemical,Large,236562,431177,56741,6305,197757,13178,313.47,111.21,16.9,17.0,458.58,1.94,4.35,6.66,Electricity,Natural Gas,416293,30,Smart Metering,Medium,65.0,17.266601918174093,15.741778774289983,17.266107678729036,14.403066812705367,64.68,1.939,72.03,Medium,0.05,22.93,0.0551
Glass,Medium,176703,164258,22668,2373,121315,4104,119.42,44.43,6.36,5.29,175.5,0.99,2.28,3.38,Electricity,Natural Gas,242384,20,HVAC Optimization,Medium,78.8,5.487434745659828,5.343796711509715,5.637687555163284,3.7148594377510045,20.18,0.993,92.45,Low,0.1,17.55,0.0724
Leather,Small,54748,94390,15252,1415,56356,2272,68.62,29.89,3.79,2.93,105.23,1.92,4.64,4.03,Electricity,Natural Gas,128305,35,HVAC Optimization,High,62.1,2.4037877868155886,3.0798455406078724,2.802294792586055,1.5607886089813803,9.85,1.922,72.39,Medium,0.1,10.52,0.082
Steel,Large,414127,375193,69100,7388,282069,8256,272.77,135.44,19.8,10.65,438.66,1.06,2.66,2.93,Electricity,Natural Gas,532778,20,Compressed Air Optimization,Low,93.9,14.796042248391403,19.514511709018436,20.46557811120918,8.607155896312522,63.38,1.059,91.02,Medium,0.12,52.64,0.0988
Pharmaceutical,Small,33067,63607,7185,1437,75259,1584,46.24,14.08,3.85,2.04,66.21,2.0,4.31,2.1,Electricity,Natural Gas,109165,20,Power Factor Correction,High,88.4,1.0452834769940513,0.6181489785749876,2.8684907325684024,0.7484483388097847,5.28,2.002,70.67,Low,0.07,4.63,0.0424
Electronics,Medium,123062,112819,15401,2312,79443,5037,82.02,30.19,6.2,6.5,124.91,1.02,2.26,6.34,Electricity,Natural Gas,237828,25,LED Lighting,High,72.5,3.217190724778438,3.1265570503238664,5.461165048543689,4.819277108433735,16.62,1.015,91.97,Medium,0.08,9.99,0.042
Cement,Large,271845,606425,79918,5025,256065,22178,440.87,156.64,13.47,28.61,639.59,2.35,5.26,8.66,Electricity,Natural Gas,375232,30,VFD Installation,Medium,74.1,25.0,22.815458395615345,13.481906443071493,25.0,86.3,2.353,63.09,High,0.12,76.75,0.2045
Metal Fabrication,Medium,131217,170814,25149,3644,132290,7032,124.18,49.29,9.77,9.07,192.31,1.47,3.36,5.32,Electricity,Natural Gas,199401,35,HVAC Optimization,Low,83.6,5.7763748937720045,6.100523168908819,9.39982347749338,7.165023731288792,28.44,1.466,82.24,Medium,0.1,19.23,0.0964
Plastics,Medium,151376,163162,35543,2087,103234,4652,118.62,69.66,5.59,6.0,199.87,1.32,3.49,4.51,Electricity,Natural Gas,201863,15,VFD Installation,High,91.2,5.43887337622921,9.272234678624812,4.788172992056487,4.362906170135085,23.86,1.32,85.39,Low,0.12,23.98,0.1188
Steel,Large,242188,424735,49505,5919,255546,8874,308.78,97.03,15.86,11.45,433.12,1.79,3.92,3.47,Electricity,Natural Gas,533030,35,HVAC Optimization,High,61.1,16.981910889887093,13.533881415047336,16.118711385701676,9.33734939759036,55.97,1.788,75.29,Medium,0.1,43.31,0.0813
Plastics,Large,228171,362755,68320,6699,158036,9401,263.72,133.91,17.95,12.13,427.71,1.87,4.73,5.95,Electricity,Natural Gas,419074,30,HVAC Optimization,High,63.8,14.246691756707538,19.276283009466866,18.424536628420125,9.958013873676524,61.91,1.875,73.41,Medium,0.1,42.77,0.1021
Plastics,Medium,145969,168470,26036,3364,98251,6140,122.48,51.03,9.02,7.92,190.45,1.3,3.05,6.25,Electricity,Natural Gas,251830,35,HVAC Optimization,High,61.3,5.673181983731941,6.371449925261585,8.572374227714032,6.115370573201898,26.73,1.305,85.71,Medium,0.1,19.04,0.0756
Ceramics,Large,234374,284874,53737,4742,255952,9575,207.1,105.32,12.71,12.35,337.48,1.44,3.61,3.74,Electricity,Natural Gas,497236,30,LED Lighting,Low,84.3,10.809760835255553,14.824676133532636,12.64342453662842,10.158817086527929,48.44,1.44,82.8,Medium,0.08,27.0,0.0543
Textile,Large,214067,379554,45243,4401,156717,11422,275.94,88.68,11.79,14.73,391.14,1.83,3.99,7.29,Electricity,Natural Gas,399922,15,HVAC Optimization,Low,82.0,14.988466674760225,12.233744394618835,11.628420123565753,12.3311427528295,51.18,1.827,74.44,Medium,0.1,39.11,0.0978
Steel,Medium,115428,197868,40713,2238,162706,7005,143.85,79.8,6.0,9.04,238.69,2.07,5.34,4.31,Electricity,Natural Gas,291371,20,HVAC Optimization,Medium,67.8,6.970377564647324,10.85108370702541,5.240511915269197,7.137641474990872,30.2,2.068,69.24,Low,0.1,23.87,0.0819
Ceramics,Small,89448,95592,9758,1720,64830,1890,69.5,19.13,4.61,2.44,95.68,1.07,2.26,2.92,Electricity,Natural Gas,104404,15,Energy Audit,Medium,88.2,2.457205293189268,1.4044593921275534,3.7069726390114743,1.1135450894487038,8.68,1.07,90.78,Low,0.1,9.57,0.0917
Electronics,Medium,132654,153459,17377,2395,71940,4860,111.56,34.06,6.42,6.27,158.31,1.19,2.56,6.76,Electricity,Natural Gas,227146,15,Energy Audit,High,73.1,5.010319291004006,3.72913552566019,5.7038834951456305,4.609346476816356,19.05,1.193,88.13,Low,0.1,15.83,0.0697
Electronics,Medium,86833,124487,18164,2340,89673,5027,90.5,35.6,6.27,6.48,138.85,1.6,3.66,5.61,Electricity,Natural Gas,189563,20,Solar Rooftop,High,99.2,3.731941240742989,3.968921275535626,5.538393645189761,4.80102227090179,18.04,1.599,79.37,Low,0.25,34.71,0.1831
Textile,Medium,158686,135205,25219,3305,98523,4255,98.29,49.43,8.86,5.49,162.07,1.02,2.55,4.32,Electricity,Natural Gas,208971,15,Solar Rooftop,Medium,97.2,4.204807575573632,6.12232187344295,8.395851721094438,3.8974078130704637,22.62,1.021,91.84,Low,0.25,40.52,0.1939
Automotive Parts,Medium,92213,182679,23777,3141,106377,4123,132.81,46.6,8.42,5.32,193.15,2.09,4.73,3.88,Electricity,Natural Gas,252427,10,Solar Rooftop,Low,87.6,6.300230666504795,5.681676631788739,7.910414827890556,3.7422416940489236,23.63,2.095,68.66,Low,0.25,48.29,0.1913
Metal Fabrication,Small,61953,138648,8807,671,74555,3623,100.8,17.26,1.8,4.67,124.53,2.01,3.71,4.86,Electricity,Natural Gas,128878,20,VFD Installation,Low,86.7,4.357168872162195,1.1132909815645247,0.6067961165048544,3.1489594742606792,9.23,2.01,70.49,Low,0.12,14.94,0.1159
Steel,Large,395999,540348,69431,4909,306269,19135,392.83,136.08,13.16,24.68,566.75,1.43,3.18,6.25,Electricity,Natural Gas,380785,15,IE4 Motor,Low,60.8,22.083889765691392,19.61416292974589,13.139894086496028,21.41292442497262,76.25,1.431,82.99,Medium,0.15,85.01,0.2232
Chemical,Small,74648,136399,8198,919,73136,2285,99.16,16.07,2.46,2.95,120.64,1.62,2.99,3.12,Electricity,Natural Gas,99434,20,Power Factor Correction,Low,93.5,4.257618064829428,0.9280019930244146,1.3349514563106795,1.579043446513326,8.1,1.616,79.0,Low,0.07,8.44,0.0849
Electronics,Small,67001,102906,8932,1234,44495,2001,74.81,17.51,3.31,2.58,98.21,1.47,2.96,4.5,Electricity,Natural Gas,142570,10,HVAC Optimization,Medium,88.7,2.779531382784995,1.1522172396611863,2.272727272727273,1.2413289521723259,7.45,1.466,82.24,Low,0.1,9.82,0.0689
Paper & Pulp,Medium,106780,205022,23014,3709,129537,7691,149.05,45.11,9.94,9.92,214.02,2.0,4.25,5.94,Electricity,Natural Gas,197657,30,IE4 Motor,High,73.1,7.286026465946341,5.449676133532636,9.587378640776699,7.940854326396495,30.26,2.004,70.62,Medium,0.15,32.1,0.1624
Textile,Large,185955,231652,35822,6684,148386,8252,168.41,70.21,17.91,10.65,267.18,1.44,3.35,5.56,Electricity,Natural Gas,356199,10,Solar Rooftop,Medium,94.5,8.461211606167293,9.357872446437469,18.380406001765227,8.607155896312522,44.81,1.437,82.86,Low,0.25,66.8,0.1875
Automotive Parts,Large,321928,273397,63280,6086,151595,14740,198.76,124.03,16.31,19.01,358.11,1.11,2.91,9.72,Electricity,Natural Gas,447564,10,VFD Installation,Low,65.2,10.30350855894136,17.737917289486795,16.615180935569285,16.23767798466594,60.89,1.112,89.88,Medium,0.12,42.97,0.096
Ceramics,Large,195823,310952,47352,5902,216680,9430,226.06,92.81,15.82,12.16,346.85,1.77,4.16,4.35,Electricity,Natural Gas,517761,20,Power Factor Correction,High,70.9,11.960665290761199,12.876806178375686,16.07458075904678,9.985396129974443,50.9,1.771,75.65,Medium,0.07,24.28,0.0469
Steel,Large,374696,513988,85864,7286,242911,9148,373.67,168.29,19.53,11.8,573.29,1.53,3.76,3.77,Electricity,Natural Gas,523198,30,Solar Rooftop,Medium,67.1,20.920844967828096,24.62942202291978,20.167696381288618,9.656809054399416,75.37,1.53,80.85,High,0.25,143.32,0.2739
Pharmaceutical,Medium,144355,214608,20552,2201,96145,5303,156.02,40.28,5.9,6.84,209.04,1.45,2.99,5.52,Electricity,Natural Gas,195847,30,Power Factor Correction,Low,94.3,7.709117397110599,4.6976208271051325,5.130185348631951,5.129609346476816,22.67,1.448,82.62,Medium,0.07,14.63,0.0747
Food Processing,Large,156853,222697,47769,3515,227813,12427,161.9,93.63,9.42,16.03,280.98,1.79,4.58,5.45,Electricity,Natural Gas,455389,30,Solar Rooftop,Medium,60.4,8.06604346242564,13.004484304932735,9.013680494263019,13.517707192405986,43.6,1.791,75.22,Medium,0.25,70.24,0.1542
Metal Fabrication,Small,75091,128694,14083,819,82897,3847,93.56,27.6,2.19,4.96,128.31,1.71,3.64,4.64,Electricity,Natural Gas,53412,20,Smart Metering,Medium,85.2,3.9176884788151027,2.7232810164424515,1.0370697263901147,3.413654618473896,11.09,1.709,76.99,Low,0.05,6.42,0.1202
Paper & Pulp,Small,51424,116536,16689,1699,62852,1360,84.72,32.71,4.55,1.75,123.73,2.41,5.68,2.16,Electricity,Natural Gas,126929,15,Solar Rooftop,Low,73.4,3.381085346606774,3.518933731938216,3.640776699029126,0.48375319459656807,11.02,2.406,61.95,Low,0.25,30.93,0.2437
Paper & Pulp,Large,250640,426251,52525,3940,231628,12444,309.88,102.95,10.56,16.05,439.44,1.75,3.87,5.37,Electricity,Natural Gas,355811,35,Compressed Air Optimization,Low,83.0,17.048682772854196,14.455655206776283,10.271403353927626,13.535962029937934,55.31,1.753,76.04,Medium,0.12,52.73,0.1482
Cement,Large,236776,566342,87074,6643,192199,10864,411.73,170.67,17.8,14.01,614.21,2.59,6.21,5.65,Electricity,Natural Gas,490248,20,LED Lighting,High,92.3,23.231152118489742,25.0,18.259046778464256,11.673968601679444,78.16,2.594,57.89,Medium,0.08,49.14,0.1002
Steel,Medium,201374,181991,40621,2892,143724,4412,132.31,79.62,7.75,5.69,225.37,1.12,2.99,3.07,Electricity,Natural Gas,150410,35,Compressed Air Optimization,Low,88.9,6.26987981061066,10.823056801195815,7.171226831421006,4.079956188389923,28.34,1.119,89.73,Medium,0.12,27.04,0.1798
Cement,Small,89098,95904,13899,2019,100039,4350,69.72,27.24,5.41,5.61,107.98,1.21,2.75,4.35,Electricity,Natural Gas,53863,20,VFD Installation,Low,66.8,2.470559669782688,2.6672272047832584,4.5895851721094445,4.00693683826214,13.73,1.212,87.72,Low,0.12,12.96,0.2406
Glass,Medium,140217,151096,33985,2901,117507,7001,109.85,66.61,7.77,9.03,193.26,1.38,3.6,5.96,Electricity,Natural Gas,257669,30,HVAC Optimization,High,97.0,4.90651936384606,8.79733432984554,7.193292144748455,7.128514056224899,28.03,1.378,84.14,Medium,0.1,19.33,0.075
Glass,Medium,164808,182042,33281,3146,96591,4811,132.34,65.23,8.43,6.21,212.21,1.29,3.22,4.98,Electricity,Natural Gas,191851,10,Power Factor Correction,High,96.0,6.271700861964308,8.582461385151968,7.921447484554281,4.554581964220518,27.33,1.288,86.08,Low,0.07,14.85,0.0774
Paper & Pulp,Large,297871,346546,56786,6249,289611,16081,251.94,111.3,16.75,20.74,400.73,1.35,3.17,5.55,Electricity,Natural Gas,428488,25,IE4 Motor,Medium,83.4,13.531625591841689,15.755792227204783,17.100617828773167,17.81672143117926,64.2,1.345,84.85,Medium,0.15,60.11,0.1403
Cement,Large,228279,404234,49914,8509,187084,18626,293.88,97.83,22.8,24.03,438.54,1.92,4.14,9.96,Electricity,Natural Gas,333031,30,Solar Rooftop,High,84.5,16.077455384241834,13.658445440956651,23.775375110326564,20.819642205184373,74.33,1.921,72.42,High,0.25,109.64,0.3292
Glass,Medium,126272,231183,20921,2317,103330,7058,168.07,41.01,6.21,9.1,224.39,1.78,3.58,6.83,Electricity,Natural Gas,190754,20,VFD Installation,High,95.7,8.44057302415928,4.811285500747384,5.472197705207414,7.19240598758671,25.92,1.777,75.52,Low,0.12,26.93,0.1412
Ceramics,Large,299779,385431,58448,6547,196947,12071,280.21,114.56,17.55,15.57,427.89,1.43,3.34,6.13,Electricity,Natural Gas,380779,25,IE4 Motor,Medium,89.3,15.24766298409615,16.263390632785253,17.98323036187114,13.097845929171228,62.59,1.427,83.08,Medium,0.15,64.18,0.1685
Food Processing,Small,76152,58084,6915,538,48758,2775,42.23,13.55,1.44,3.58,60.8,0.8,1.71,5.69,Electricity,Natural Gas,78459,15,HVAC Optimization,Low,75.6,0.8018696127230786,0.535625311410065,0.20962047661076783,2.154070828769624,3.7,0.798,96.65,Low,0.1,6.08,0.0775
Pharmaceutical,Large,265479,421621,46740,4031,203222,14116,306.52,91.61,10.8,18.21,427.14,1.61,3.42,6.95,Electricity,Natural Gas,372182,35,VFD Installation,Medium,65.0,16.844725021245598,12.689960139511708,10.536187113857018,15.507484483388097,55.58,1.609,79.15,Medium,0.12,51.26,0.1377
Paper & Pulp,Small,61097,84736,19306,1483,76492,3492,61.6,37.84,3.97,4.5,107.91,1.77,4.67,4.57,Electricity,Natural Gas,87162,30,HVAC Optimization,High,83.2,1.9776617700619157,4.3177005480817146,3.000882612533098,2.9937933552391387,12.29,1.766,75.76,Medium,0.1,10.79,0.1238
Paper & Pulp,Large,358157,475928,80175,7657,303098,17577,346.0,157.14,20.52,22.67,546.33,1.53,3.67,5.8,Electricity,Natural Gas,504084,15,LED Lighting,High,61.2,19.241228602646597,22.893310911808666,21.25992939099735,19.578313253012052,82.97,1.525,80.96,Medium,0.08,43.71,0.0867
Paper & Pulp,Small,66079,82859,11436,860,72564,1759,60.24,22.41,2.3,2.27,87.22,1.32,3.05,2.42,Electricity,Natural Gas,87763,25,VFD Installation,High,77.6,1.8951074420298653,1.9151718983557549,1.1584289496910853,0.9583789704271632,5.93,1.32,85.39,Medium,0.12,10.47,0.1193
Metal Fabrication,Medium,150728,206039,22473,3069,129845,6421,149.79,44.05,8.22,8.28,210.34,1.4,2.96,4.95,Electricity,Natural Gas,278222,20,Energy Audit,Low,70.0,7.330945732669661,5.28462879920279,7.689761694616064,6.443957648776926,26.75,1.395,83.77,Low,0.1,21.03,0.0756
Chemical,Large,299896,253076,62554,7171,273331,9728,183.99,122.61,19.22,12.55,338.37,1.13,3.05,3.56,Electricity,Natural Gas,397521,20,VFD Installation,High,88.2,9.406944275828579,17.516816143497756,19.82568402471315,10.341365461847388,57.09,1.128,89.53,Medium,0.12,40.6,0.1021
Food Processing,Large,256945,352446,40824,4568,241210,11167,256.23,80.02,12.24,14.41,362.9,1.41,3.05,4.63,Electricity,Natural Gas,406881,10,Energy Audit,Medium,60.9,13.792035935413377,10.885338814150472,12.124889673433364,12.039065352318364,48.84,1.412,83.4,Low,0.1,36.29,0.0892
Leather,Medium,89384,157179,25759,2408,83206,5028,114.27,50.49,6.45,6.49,177.7,1.99,4.78,6.04,Electricity,Natural Gas,252746,10,LED Lighting,Medium,98.8,5.174820929950225,6.287369207772795,5.736981465136805,4.810149689667762,22.01,1.988,70.97,Low,0.08,14.22,0.0563
Cement,Medium,174952,259536,36117,3147,116886,4740,188.68,70.79,8.43,6.11,274.01,1.57,3.64,4.06,Electricity,Natural Gas,260697,10,Smart Metering,High,81.6,9.691635304115575,9.448181365221725,7.921447484554281,4.463307776560789,31.52,1.566,80.08,Low,0.05,13.7,0.0526
Plastics,Small,52953,76148,10684,930,46653,3397,55.36,20.94,2.49,4.38,83.17,1.57,3.54,7.28,Electricity,Natural Gas,67069,35,Smart Metering,High,61.1,1.5988830885030958,1.6862855007473845,1.3680494263018537,2.8842643300474626,7.54,1.571,79.97,Medium,0.05,4.16,0.062
Automotive Parts,Large,173204,352026,69537,4659,226083,14330,255.92,136.29,12.49,18.49,423.19,2.44,6.18,6.34,Electricity,Natural Gas,434121,15,Solar Rooftop,Low,97.7,13.773218404759014,19.646860986547086,12.400706090026478,15.76305220883534,61.58,2.443,61.15,Medium,0.25,105.8,0.2437
Pharmaceutical,Medium,150745,190594,27619,3137,123062,4185,138.56,54.13,8.41,5.4,206.5,1.37,3.2,3.4,Electricity,Natural Gas,274956,20,Smart Metering,Medium,91.2,6.649265509287362,6.8541355256601895,7.899382171226832,3.815261044176707,25.22,1.37,84.31,Low,0.05,10.32,0.0375
Chemical,Large,188314,253392,54430,6181,144757,12246,184.22,106.68,16.57,15.8,323.27,1.72,4.4,8.46,Electricity,Natural Gas,550107,15,Solar Rooftop,High,95.9,9.420905669539879,15.036434977578475,16.902030008826124,13.307776560788609,54.67,1.717,76.82,Medium,0.25,80.82,0.1469
Steel,Medium,159005,230795,33600,2739,101525,4348,167.79,65.86,7.34,5.61,246.6,1.55,3.65,4.28,Electricity,Natural Gas,288112,15,IE4 Motor,High,98.0,8.423576544858562,8.680555555555555,6.718887908208296,4.00693683826214,27.83,1.551,80.4,Low,0.15,36.99,0.1284
Metal Fabrication,Medium,104143,156861,20247,3313,89902,5669,114.04,39.68,8.88,7.31,169.91,1.63,3.61,6.31,Electricity,Natural Gas,265856,35,Compressed Air Optimization,Medium,78.8,5.160859536238922,4.604197807673144,8.41791703442189,5.558598028477546,23.74,1.632,78.65,Medium,0.12,20.39,0.0767
Pharmaceutical,Large,245061,323034,41065,5911,139485,10107,234.85,80.49,15.84,13.04,344.22,1.4,3.11,7.25,Electricity,Natural Gas,330917,30,HVAC Optimization,Low,86.1,12.494233337380113,10.958520179372197,16.096646072374227,10.788608981380063,50.34,1.405,83.55,Medium,0.1,34.42,0.104
Automotive Parts,Medium,146056,165820,29904,2500,135604,3459,120.55,58.61,6.7,4.46,190.32,1.3,3.27,2.55,Electricity,Natural Gas,241614,10,Compressed Air Optimization,High,81.6,5.556027679980575,7.551694070752367,6.012797881729921,2.9572836801752467,22.08,1.303,85.75,Low,0.12,22.84,0.0945
Leather,Medium,119775,164135,27090,2251,88627,3539,119.33,53.1,6.03,4.57,183.03,1.53,3.73,3.99,Electricity,Natural Gas,205585,25,Smart Metering,Low,87.4,5.481971591598883,6.693759342301943,5.273609885260371,3.05768528660095,20.51,1.528,80.9,Medium,0.05,9.15,0.0445
Pharmaceutical,Large,246320,303479,63169,3319,267865,10963,220.63,123.81,8.89,14.14,367.47,1.49,3.86,4.09,Electricity,Natural Gas,327472,30,Compressed Air Optimization,High,89.9,11.631054995750878,17.703662182361736,8.428949691085615,11.792625045637093,49.56,1.492,81.67,Medium,0.12,44.1,0.1347
Paper & Pulp,Small,78826,88240,6314,1854,63462,1670,64.15,12.38,4.97,2.15,83.65,1.06,2.04,2.63,Electricity,Natural Gas,86538,20,Solar Rooftop,Low,92.2,2.132451135122011,0.3534504235176883,4.10414827890556,0.8488499452354874,7.44,1.061,90.98,Low,0.25,20.91,0.2416
Ceramics,Medium,167038,214411,27285,2655,102351,4724,155.88,53.48,7.12,6.09,222.57,1.33,3.0,4.62,Electricity,Natural Gas,290635,10,Energy Audit,Medium,87.1,7.700619157460239,6.752927254608869,6.4761694616063545,4.445052939028843,25.37,1.332,85.13,Low,0.1,22.26,0.0766
Automotive Parts,Large,285961,390837,64024,5765,186359,9024,284.14,125.49,15.45,11.64,436.72,1.53,3.71,4.84,Electricity,Natural Gas,546291,30,Smart Metering,Medium,97.4,15.486220711424059,17.965246636771298,15.666372462488967,9.510770354143848,58.63,1.527,80.92,Medium,0.05,21.84,0.04
Leather,Large,195895,355510,35919,3354,164776,9156,258.46,70.4,8.99,11.81,349.66,1.78,3.73,5.56,Electricity,Natural Gas,579852,15,Smart Metering,High,66.5,13.927400752701224,9.387456402590932,8.53927625772286,9.665936473165388,41.52,1.785,75.35,Low,0.05,17.48,0.0301
Pharmaceutical,Large,195659,422516,49568,4068,156876,9923,307.17,97.15,10.9,12.8,428.02,2.19,4.8,6.33,Electricity,Natural Gas,484448,25,IE4 Motor,Medium,60.8,16.884181133907976,13.552566018933732,10.646513680494262,10.569550930996714,51.65,2.188,66.65,Medium,0.15,64.2,0.1325
Ceramics,Medium,167341,225648,27368,3137,121466,6395,164.05,53.64,8.41,8.25,234.35,1.4,3.08,5.26,Electricity,Natural Gas,153256,10,Compressed Air Optimization,Medium,86.2,8.196552142770425,6.777840059790733,7.899382171226832,6.416575392479007,29.29,1.4,83.66,Low,0.12,28.12,0.1835
Food Processing,Medium,125010,165380,15899,1658,116791,4200,120.23,31.16,4.44,5.42,161.25,1.29,2.66,3.6,Electricity,Natural Gas,276757,30,Solar Rooftop,Medium,80.0,5.536603132208329,3.277590931738914,3.5194174757281558,3.833515881708653,16.17,1.29,86.03,Medium,0.25,40.31,0.1457
Metal Fabrication,Small,36642,101696,7876,1347,67330,3614,73.93,15.44,3.61,4.66,97.64,2.66,5.11,5.37,Electricity,Natural Gas,135503,10,LED Lighting,Low,85.7,2.7261138764113153,0.8299078226208271,2.6037069726390114,3.139832055494706,9.3,2.665,56.36,Low,0.08,7.81,0.0576
Metal Fabrication,Small,61707,140351,17040,1222,77763,3005,102.04,33.4,3.27,3.88,142.59,2.31,5.13,3.86,Electricity,Natural Gas,57420,25,IE4 Motor,Medium,64.8,4.432438994779654,3.6263702042850023,2.2285966460723743,2.4278933917488135,12.72,2.311,64.0,Medium,0.15,21.39,0.3725
Steel,Small,95327,89762,7158,691,78451,3514,65.26,14.03,1.85,4.53,85.67,0.9,1.73,4.48,Electricity,Natural Gas,122496,25,IE4 Motor,Medium,82.1,2.1998300352069933,0.6103637269556552,0.6619593998234776,3.021175611537058,6.49,0.899,94.47,Medium,0.15,12.85,0.1049
Chemical,Large,297294,358692,52776,5300,185463,18222,260.77,103.44,14.2,23.51,401.92,1.35,3.07,9.83,Electricity,Natural Gas,418991,20,IE4 Motor,Medium,84.1,14.067621706932131,14.531950672645738,14.287290379523387,20.34501642935378,63.23,1.352,84.7,Medium,0.15,60.29,0.1439
Pharmaceutical,Small,44588,84024,15840,1215,43569,2459,61.09,31.05,3.26,3.17,98.57,2.21,5.57,5.64,Electricity,Natural Gas,84299,25,Energy Audit,Medium,93.2,1.946703897049897,3.2604633781763828,2.2175639894086494,1.7798466593647315,9.2,2.211,66.16,Medium,0.1,9.86,0.117
Pharmaceutical,Small,83025,61038,16259,1537,36968,2334,44.37,31.87,4.12,3.01,83.37,1.0,2.79,6.31,Electricity,Natural Gas,107417,10,Power Factor Correction,Medium,87.8,0.9317712759499817,3.388141504733433,3.166372462488967,1.6338079591091637,9.12,1.004,92.21,Low,0.07,5.84,0.0544
Paper & Pulp,Small,27432,98529,13262,1144,83911,3745,71.63,25.99,3.07,4.83,105.52,3.85,8.63,4.46,Electricity,Natural Gas,124659,35,LED Lighting,Low,69.6,2.5864999392982884,2.47259591429995,2.0079435127978815,3.294998174516247,10.36,3.847,30.84,Medium,0.08,8.44,0.0677
Chemical,Small,25669,115825,13134,1310,77864,3413,84.2,25.74,3.51,4.4,117.85,4.59,9.88,4.38,Electricity,Natural Gas,99002,10,Solar Rooftop,Medium,84.2,3.3495204564768724,2.4336696562032882,2.4933804060017652,2.902519167579409,11.18,4.591,14.79,Low,0.25,29.46,0.2976
Ceramics,Medium,98241,176577,32756,3298,82383,5950,128.37,64.2,8.84,7.68,209.09,2.13,5.3,7.22,Electricity,Natural Gas,179492,35,VFD Installation,Low,97.3,6.030715066164866,8.422085201793722,8.37378640776699,5.896312522818547,28.72,2.128,67.95,Medium,0.12,25.09,0.1398
Steel,Medium,159525,193571,32229,4158,152133,5548,140.73,63.17,11.14,7.16,222.2,1.39,3.36,3.65,Electricity,Natural Gas,173988,15,Smart Metering,Medium,100.0,6.780988223867912,8.261709018435475,10.911297440423654,5.421686746987952,31.38,1.393,83.81,Low,0.05,11.11,0.0639
Leather,Small,50878,82811,7485,1310,56891,2263,60.2,14.67,3.51,2.92,81.3,1.6,3.23,3.98,Electricity,Natural Gas,106364,25,Solar Rooftop,High,81.3,1.8926793735583345,0.7100149476831092,2.4933804060017652,1.551661190215407,6.65,1.598,79.39,Medium,0.25,20.32,0.191
Steel,Large,377312,398616,70397,5364,298222,13770,289.79,137.98,14.38,17.76,459.91,1.22,2.99,4.62,Electricity,Natural Gas,585253,15,Energy Audit,Medium,84.8,15.829185383027802,19.910002491280515,14.485878199470434,15.096750638919316,65.32,1.219,87.57,Medium,0.1,45.99,0.0786
